"element_id"	"iwa_id"	"dwa_id"	"dwa_title"	"dwa_title_nb"	"changed"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D01"	"Connect hoses to equipment or machinery."	"Kobler slanger til utstyr eller maskineri"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D02"	"Rewire electrical or electronic systems."	"Gjennomgår elektriske eller elektroniske systemer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D03"	"Connect hoses to equipment or piping."	"Kobler slanger til utstyr eller rørledninger"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D04"	"Lay cables to connect equipment."	"Legger kabler for å koble sammen utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D05"	"Thread wire or cable through ducts or conduits."	"Trer ledninger eller kabler gjennom rør eller kanaler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D06"	"Run wiring to connect equipment."	"Strekker kabler for å koble sammen utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D07"	"Connect electrical components or equipment."	"Kobler sammen elektriske komponenter eller utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D08"	"Connect supply lines to production equipment or tools."	"Kobler mateledninger til produksjonsutstyr eller -verktøy"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I34"	"4.A.3.a.2.I34.D09"	"Connect cables or electrical lines."	"Kobler sammen kabler eller elektriske ledninger"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I35"	"4.A.3.a.2.I35.D01"	"Solder parts or workpieces."	"Lodder deler på arbeidsstykker"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I35"	"4.A.3.a.2.I35.D02"	"Weld metal components."	"Sveiser metallkomponenter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I35"	"4.A.3.a.2.I35.D03"	"Solder parts or connections between parts."	"Lodder deler eller forbindelser mellom deler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I35"	"4.A.3.a.2.I35.D04"	"Braze metal parts or components."	"Lodder metalldeler eller komponenter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I35"	"4.A.3.a.2.I35.D05"	"Operate welding equipment."	"Betjener sveiseutstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D01"	"Build models, patterns, or templates."	"Bygger modeller, mønstre eller maler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D02"	"Assemble garments or textile products."	"Monterer klesplagg eller tekstilprodukter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D03"	"Build production molds."	"Bygger produksjonsformer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D04"	"Assemble wood products."	"Monterer treprodukter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D05"	"Build construction forms or molds."	"Bygger konstruksjonsformer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D06"	"Assemble tires."	"Monterer dekk"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D07"	"Construct patterns, templates, or other work aids."	"Lager mønstre, sjablonger eller andre hjelpemidler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I36"	"4.A.3.a.2.I36.D08"	"Assemble metal or plastic parts or products."	"Monterer metall- eller plastdeler eller -produkter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D01"	"Stock products or parts."	"Lagerfører produkter eller deler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D02"	"Stock medical or patient care supplies."	"Lagerfører medisiner eller forsyninger til pasientbehandling"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D03"	"Store records or related materials."	"Lagrer registre eller tilhørende materiale"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D04"	"Store supplies or goods in kitchens or storage areas."	"Lagrer forsyninger eller varer på kjøkken eller i lagerområder"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D05"	"Stock serving stations or dining areas with food or supplies."	"Forsyner serveringsområder eller spiseområder med mat eller forsyninger"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D06"	"Stock supplies or merchandise."	"Lagerfører forsyninger eller varer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I37"	"4.A.3.a.2.I37.D07"	"Store items."	"Lagrer enheter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I38"	"4.A.3.a.2.I38.D01"	"Collect biological specimens from patients."	"Innhenter biologiske prøver fra pasienter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I38"	"4.A.3.a.2.I38.D02"	"Collect biological specimens."	"Innhenter biologiske prøver"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I38"	"4.A.3.a.2.I38.D03"	"Collect geographical or geological field data."	"Samler geografiske eller geologiske feltdata"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I38"	"4.A.3.a.2.I38.D04"	"Collect geological samples."	"Samler inn geologiske prøver"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I38"	"4.A.3.a.2.I38.D05"	"Collect environmental data or samples."	"Innhenter miljødata eller prøver"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I39"	"4.A.3.a.2.I39.D01"	"Apply mortar."	"Påfører mørtel"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I39"	"4.A.3.a.2.I39.D02"	"Seal gaps or cracks to prevent leakage or moisture intrusion."	"Tetter igjen hull eller sprekker for å hindre lekkasje eller at det kommer inn fuktighet"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I39"	"4.A.3.a.2.I39.D03"	"Fill cracks, imperfections, or holes in products or workpieces."	"Fyller sprekker, defekter eller hull i produkter eller arbeidsstykker"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I39"	"4.A.3.a.2.I39.D04"	"Apply material to fill gaps in surfaces."	"Påfører materiale for å fylle sprekker eller hull i overflater"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I40"	"4.A.3.a.2.I40.D01"	"Apply parting agents or other solutions to molds."	"Påfører slippmidler eller andre oppløsninger i former"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I40"	"4.A.3.a.2.I40.D02"	"Remove workpieces from molds."	"Fjerner arbeidsstykker fra former"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I40"	"4.A.3.a.2.I40.D03"	"Remove products or workpieces from production equipment."	"Fjerner produkter eller arbeidsstykker fra produksjonsutstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D01"	"Align equipment or machinery."	"Justerer utstyr eller maskiner"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D02"	"Lay out parts to prepare for assembly."	"Legger ut deler for å gjøre klar til montering"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D03"	"Position structural components."	"Plasserer konstruksjonsdeler"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D04"	"Align parts or workpieces to ensure proper assembly."	"Justerer deler eller arbeidsstykker for å sikre korrekt montering"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D05"	"Mark reference points on construction materials."	"Merker referansepunkter på byggematerialer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D06"	"Lay out work according to specifications."	"Legger ut arbeid i henhold til spesifikasjoner"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D07"	"Align masonry materials."	"Justerer murverksmaterialer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I41"	"4.A.3.a.2.I41.D08"	"Draw guide lines or markings on materials or workpieces using patterns or other references."	"Tegner hjelpestreker eller -markeringer på materialer eller arbeidsstykker ved å bruke mønstre eller andre referanser"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D01"	"Package agricultural products for shipment or further processing."	"Pakker landbruksprodukter for forsendelse eller videre foredling"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D02"	"Package products for storage or shipment."	"Pakker produkter for lagring eller sending"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D03"	"Package food or supplies."	"Pakker mat eller forsyninger"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D04"	"Package materials for transport."	"Pakker materialer for transport"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D05"	"Package materials or products."	"Pakker materialer eller produkter"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I42"	"4.A.3.a.2.I42.D06"	"Package objects for shipping."	"Pakker gjenstander for sending"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I43"	"4.A.3.a.2.I43.D01"	"Install green plumbing or water handling systems."	"Installerer grønne kloakk- eller vannbehandlingssystemer"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I43"	"4.A.3.a.2.I43.D02"	"Install piping for installation or maintenance activities."	"Installerer rørnett til installasjons- eller vedlikeholdsarbeid"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I43"	"4.A.3.a.2.I43.D03"	"Install plumbing or piping."	"Installerer rørsystem eller rørnett"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I44"	"4.A.3.a.2.I44.D01"	"Locate animals for fishing or hunting purposes."	"Lokaliserer dyr til fiske eller jakt"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I44"	"4.A.3.a.2.I44.D02"	"Capture or kill animals."	"Fanger eller dreper dyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I45"	"4.A.3.a.2.I45.D01"	"Apply decorative masonry finishes."	"Påfører dekorativ finpuss på murverk"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I45"	"4.A.3.a.2.I45.D02"	"Apply finishes to artwork, crafts, or displays."	"Ferdigstiller kunstverk, håndverk eller utstillinger"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I45"	"4.A.3.a.2.I45.D03"	"Apply decorative or textured finishes or coverings."	"Påfører dekorative eller teksturerte avslutninger eller dekker"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I45"	"4.A.3.a.2.I45.D04"	"Apply decorative coloring to photographs or printed materials."	"Påfører dekorativ fargebehandling på fotografier eller trykket materiell"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D01"	"Install equipment attachments or components."	"Installerer festeanordninger eller komponenter på utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D02"	"Set up material handling gear or equipment, such as rigging, packaging, or temporary structures."	"Setter opp utstyr til materialhåndtering, slik som tauverk, pakkekonstruksjoner eller midlertidige konstruksjoner"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D03"	"Attach rigging to objects so they can be moved."	"Fester tauverk til gjenstander slik at de kan flyttes"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D04"	"Prepare film for distribution or use."	"Klargjør film for distribusjon eller bruk"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D05"	"Set equipment guides, stops, spacers, or other fixtures."	"Setter opp utstyrsledere, stoppere, avstandsstykker eller andre faste installasjoner"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D06"	"Set up still or video cameras or related equipment."	"Setter opp fotoapparater eller videokameraer eller tilhørende utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D07"	"Prepare hoses or water supplies to fight fires."	"Klargjør slanger eller vannforsyninger til brannslukning"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D08"	"Install mechanical components in production equipment."	"Installerer mekaniske komponenter i produksjonsutstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D09"	"Attach equipment extensions or accessories."	"Fester tillegg eller tilbehør til utstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I46"	"4.A.3.a.2.I46.D10"	"Set up laboratory or field equipment."	"Setter opp laboratorie- eller feltutstyr"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I47"	"4.A.3.a.2.I47.D01"	"Cultivate micro-organisms for study, testing, or medical preparations."	"Dyrker mikroorganismer til forskning, testing eller medisinske preparater"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I47"	"4.A.3.a.2.I47.D02"	"Prepare biological specimens for laboratory analysis."	"Klargjør biologiske prøver for laboratorieanalyse"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I47"	"4.A.3.a.2.I47.D03"	"Prepare biological samples for testing or analysis."	"Klargjør biologiske prøver for testing eller analyse"	"2017-05-26"
"4.A.3.a.2"	"4.A.3.a.2.I47"	"4.A.3.a.2.I47.D04"	"Prepare compounds or solutions for products or testing."	"Klargjør forbindelser eller oppløsninger til produkter eller for testing"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I01"	"4.A.3.a.3.I01.D01"	"Operate office equipment."	"Betjener kontorutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I02"	"4.A.3.a.3.I02.D01"	"Operate pumping systems or equipment."	"Betjener pumpesystemer eller -utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I02"	"4.A.3.a.3.I02.D02"	"Operate pumps or compressors."	"Betjener pumper eller kompressorer"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I02"	"4.A.3.a.3.I02.D03"	"Control pumps or pumping equipment."	"Kontrollerer pumper og pumpeutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D01"	"Operate drilling equipment."	"Betjener boreutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D02"	"Operate heavy-duty construction or installation equipment."	"Betjener kraftig bygge- eller montasjeutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D03"	"Operate mining equipment."	"Betjener gruveutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D04"	"Operate excavation equipment."	"Betjener utgravingsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D05"	"Break up rock, asphalt, or concrete."	"Bryter opp stein, asfalt eller betong"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D06"	"Operate road-surfacing equipment."	"Betjener utstyr til veidekking"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D07"	"Operate equipment or vehicles to clear construction sites or move materials."	"Betjener utstyr eller kjøretøy til rydding av anleggsområder eller flytting av materialer"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I03"	"4.A.3.a.3.I03.D08"	"Operate detonation equipment."	"Betjener sprengningsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I04"	"4.A.3.a.3.I04.D01"	"Process x-rays or other medical images."	"Behandler røntgenbilder eller andre medisinske bilder"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I04"	"4.A.3.a.3.I04.D02"	"Create advanced digital images of patients using computer imaging systems."	"Utarbeider avanserte digitale bilder av pasienter ved bruk av datamaskinelle avbildningssystemer"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I04"	"4.A.3.a.3.I04.D03"	"Operate diagnostic or therapeutic medical instruments or equipment."	"Betjener diagnostiske eller terapeutiske medisinske instrumenter eller apparater"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I04"	"4.A.3.a.3.I04.D04"	"Operate diagnostic imaging equipment."	"Betjener bildediagnostisk utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I04"	"4.A.3.a.3.I04.D05"	"Operate medical equipment."	"Betjener medisinsk utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D01"	"Operate control consoles for sound, lighting or video."	"Betjener kontrollbord for lyd, lys eller video"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D02"	"Operate surveillance equipment to detect suspicious or illegal activities."	"Betjener overvåkningsutstyr for å avdekke mistenkelig eller kriminell aktivitet"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D03"	"Operate audiovisual equipment."	"Betjener audiovisuelt utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D04"	"Operate still or video cameras or related equipment."	"Betjener fotoapparater eller videokameraer eller tilhørende utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D05"	"Operate audio-visual equipment."	"Betjener audiovisuelt utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I05"	"4.A.3.a.3.I05.D06"	"Operate audio recording equipment."	"Betjener lydopptaksutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D01"	"Operate chemical processing or water treatment systems or equipment."	"Betjener kjemiprosess- eller vannbehandlingssystemer eller -utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D02"	"Operate painting or coating equipment."	"Betjener male- eller lakkeringsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D03"	"Operate recycling equipment."	"Betjener resirkuleringsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D04"	"Operate packing or other material processing equipment."	"Betjener pakkeutstyr eller annet materialprosesseringsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D05"	"Smooth garments with irons, presses, or steamers."	"Glatter klesplagg med strykejern, presser eller dampsprøyter"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D06"	"Operate cooking, baking, or other food preparation equipment."	"Betjener kokeutstyr, bakeutstyr eller annet matlagingsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D07"	"Operate heating or drying equipment."	"Betjener varme- eller tørkeutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D08"	"Operate mixing equipment."	"Betjener blandeutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D09"	"Operate conveyors or other industrial material moving equipment."	"Betjener transportbånd eller annet utstyr til å flytte industrimateriale"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D10"	"Operate photographic developing or print production equipment."	"Betjener fotoframkallingsutstyr eller trykkeproduksjonsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D11"	"Operate equipment to print images or bind printed images together."	"Betjener utstyr til å trykke bilder eller binde sammen trykte bilder"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D12"	"Operate metal or plastic forming equipment."	"Betjener formeutstyr for metall eller plast"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I06"	"4.A.3.a.3.I06.D13"	"Operate industrial equipment."	"Betjener industrielt utstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D01"	"Operate energy production equipment."	"Betjener kraftproduksjonsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D02"	"Operate natural gas generation equipment."	"Betjener produksjonsutstyr for naturgass"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D03"	"Operate biomass or biofuel production equipment."	"Betjener produksjonsutstyr for biomasse eller biodrivstoff"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D04"	"Operate green energy production equipment."	"Betjener produksjonsutstyr for fornybar energi"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D05"	"Operate energy distribution equipment."	"Betjener energifordelingsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I07"	"4.A.3.a.3.I07.D06"	"Operate natural gas distribution equipment."	"Betjener fordelingsutstyr for naturgass"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I08"	"4.A.3.a.3.I08.D01"	"Operate forklifts or other loaders."	"Betjener gaffeltrucker eller andre lasteinnretninger"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I08"	"4.A.3.a.3.I08.D02"	"Lift materials or workpieces using cranes or other lifting equipment."	"Løfter materialer eller arbeidsstykker ved bruk av kraner eller annet løfteutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I08"	"4.A.3.a.3.I08.D03"	"Operate cranes, hoists, or other moving or lifting equipment."	"Betjener kraner, heisemaskiner eller annet flytte- eller løfteutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I09"	"4.A.3.a.3.I09.D01"	"Operate laboratory or field equipment."	"Betjener laboratorie- eller feltutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I09"	"4.A.3.a.3.I09.D02"	"Operate precision equipment to control microscopic or nanoscopic processes."	"Betjener presisjonsutstyr for å kontrollere mikroskopiske eller nanoskopiske prosesser"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I09"	"4.A.3.a.3.I09.D03"	"Operate laboratory equipment to analyze medical samples."	"Betjener laboratorieutstyr for å analysere medisinske prøver"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I10"	"4.A.3.a.3.I10.D01"	"Operate communications equipment or systems."	"Betjener kommunikasjonsutstyr eller -systemer"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I10"	"4.A.3.a.3.I10.D02"	"Operate communications, transmissions, or broadcasting equipment."	"Betjener kommunikasjons-, overførings- eller kringkastingsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I11"	"4.A.3.a.3.I11.D01"	"Operate irrigation systems."	"Betjener overrislingsanlegg"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I11"	"4.A.3.a.3.I11.D02"	"Operate forestry equipment."	"Betjener skogbruksutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I11"	"4.A.3.a.3.I11.D03"	"Operate grounds maintenance equipment."	"Betjener vedlikeholdsutstyr til grøntområder"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I11"	"4.A.3.a.3.I11.D04"	"Operate farming equipment."	"Betjener landbruksutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I12"	"4.A.3.a.3.I12.D01"	"Operate grinding equipment."	"Betjener slipeutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I12"	"4.A.3.a.3.I12.D02"	"Operate cutting equipment."	"Betjener skjæreutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I12"	"4.A.3.a.3.I12.D03"	"Operate woodworking equipment."	"Betjener trebearbeidingsutstyr"	"2017-05-26"
"4.A.3.a.3"	"4.A.3.a.3.I12"	"4.A.3.a.3.I12.D04"	"Operate textile cutting or production equipment."	"Betjener tekstilskjæreutstyr eller utstyr i tekstilproduksjon"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D01"	"Operate ships or other watercraft."	"Betjener skip eller andre vannfartøy"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D02"	"Navigate water vessels."	"Navigerer vannfartøy"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D03"	"Drive vehicles to transport individuals or equipment."	"Kjører kjøretøy for å frakte enkeltpersoner eller utstyr"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D04"	"Follow safety procedures for vehicle operation."	"Følger sikkerhetsrutiner for bruk av kjøretøy"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D05"	"Travel to work sites to perform installation, repair or maintenance work."	"Reiser til arbeidssteder for å utføre montering, reparasjoner eller vedlikeholdsarbeid"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D06"	"Operate vehicles or material-moving equipment."	"Betjener kjøretøy eller utstyr til materialflytting"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D07"	"Operate transportation equipment to demonstrate function or malfunction."	"Betjener transportutstyr for å vise virkemåte eller funksjonsfeil"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D08"	"Control equipment that regulates vehicle traffic."	"Betjener utstyr som regulerer biltrafikk"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D09"	"Drive vehicles to transport patrons."	"Kjører kjøretøy for å frakte gjester"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D10"	"Drive trucks or truck-mounted equipment."	"Kjører trucker eller truckmontert utstyr"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D11"	"Pilot aircraft."	"Styrer fly"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D12"	"Drive trucks or other vehicles to or at work sites."	"Kjører trucker eller andre kjøretøy til eller på anleggsplasser"	"2017-05-26"
"4.A.3.a.4"	"4.A.3.a.4.I01"	"4.A.3.a.4.I01.D13"	"Operate locomotives or other rail vehicles."	"Betjener lokomotiver eller andre skinnekjøretøy"	"2017-05-26"
